广东频道,#genre#
四川卫视,http://27.10.76.34:8007/rtp/225.0.4.204:7980$720x576
四川卫视,http://27.10.76.34:8002/rtp/225.0.4.204:7980$720x576
四川卫视,http://27.11.49.234:8010/rtp/225.0.4.204:7980$720x576
四川卫视,http://221.234.164.91:8888/rtp/239.69.1.169:10650
四川卫视,http://27.10.76.34:8005/rtp/225.0.4.204:7980
四川卫视,http://27.10.76.34:8007/rtp/225.0.4.204:7980
深圳卫视,http://111.165.222.109:8000/rtp/225.1.1.117:5002$1920x1080
深圳卫视,http://118.81.48.104:8083/rtp/226.0.2.147:9088$1920x1080
深圳卫视,http://60.10.225.157:555/rtp/239.253.92.86:8017$1920x1080
深圳卫视,http://118.81.48.104:8083/rtp/226.0.2.47:8288$720x576
深圳卫视,http://221.234.164.91:8888/rtp/239.254.96.137:8896
深圳卫视,http://27.10.76.34:8005/rtp/225.0.4.202:7980
深圳卫视,http://27.10.76.34:8007/rtp/225.0.4.202:7980
深圳卫视,http://171.120.20.181:8004/rtp/226.0.2.147:9088
三沙卫视,http://123.113.237.36:8012/rtp/239.3.1.155:4120$720x576
三沙卫视,http://171.105.201.164:4022/rtp/239.81.0.242:4056$720x576
三沙卫视,http://124.112.84.250:4000/rtp/238.1.78.27:6144$720x576
三沙卫视,http://171.213.137.173:8088/rtp/239.93.42.58:5140$720x576
三沙卫视,http://123.113.236.69:8012/rtp/239.3.1.155:4120
三沙卫视,http://114.243.104.92:8888/rtp/239.3.1.155:4120
三沙卫视,http://222.142.118.102:4000/rtp/225.1.4.234:1280
三沙卫视,http://sweetown.fun:4000/rtp/239.3.1.155:4120
天津卫视,http://223.215.3.236:2000/rtp/238.1.78.20:6088$1920x1080
天津卫视,http://118.81.48.104:8083/rtp/226.0.2.56:8360$720x576
天津卫视,http://221.234.164.91:8888/rtp/239.69.1.68:10048
天津卫视,http://27.10.76.34:8005/rtp/225.0.4.82:7980
天津卫视,http://27.10.76.34:8007/rtp/225.0.4.82:7980
天津卫视,http://171.120.20.181:8004/rtp/226.0.2.148:9096
天津卫视,http://171.120.20.181:8004/rtp/226.0.2.56:8360
天津卫视,http://171.120.56.192:8085/rtp/226.0.2.148:9096
西藏卫视,http://php.jdshipin.com:8880/xztv.php?id=ws$1920x1080
西藏卫视,http://123.123.167.240:8000/rtp/239.3.1.47:8164$720x576
西藏卫视,http://118.81.48.104:8083/rtp/226.0.2.66:8440$720x576
西藏卫视,http://124.112.84.250:4000/rtp/238.1.78.101:6680$720x576
西藏卫视,http://117.32.85.224:8014/rtp/239.112.205.54:5140$720x576
西藏卫视,http://171.120.20.181:8004/rtp/226.0.2.66:8440
西藏卫视,http://171.120.56.192:8085/rtp/226.0.2.66:8440
西藏卫视,http://123.113.236.69:8012/rtp/239.3.1.47:8164
新疆卫视,http://123.123.167.240:8000/rtp/239.3.1.48:8160$720x576
新疆卫视,http://118.81.48.104:8083/rtp/226.0.2.67:8448$720x576
新疆卫视,http://114.246.181.171:4022/rtp/239.3.1.48:8160$720x576
新疆卫视,http://117.32.85.224:8014/rtp/239.112.205.56:5140$720x576
新疆卫视,http://124.112.84.250:4000/rtp/238.1.78.110:6752$720x576
新疆卫视,http://171.120.20.181:8004/rtp/226.0.2.67:8448
新疆卫视,http://171.120.56.192:8085/rtp/226.0.2.67:8448
新疆卫视,http://123.113.236.69:8012/rtp/239.3.1.48:8160
云南卫视,http://123.123.167.240:8000/rtp/239.3.1.26:8108$720x576
云南卫视,http://117.32.85.224:8014/rtp/239.112.205.58:5140$720x576
云南卫视,http://171.120.20.181:8004/rtp/226.0.2.60:8392
云南卫视,http://171.120.56.192:8085/rtp/226.0.2.60:8392
云南卫视,http://123.113.236.69:8012/rtp/239.3.1.26:8108
云南卫视,http://114.243.104.92:8888/rtp/239.3.1.26:8108
云南卫视,http://183.185.222.245:8082/rtp/226.0.2.60:8392
云南卫视,http://222.142.118.102:4000/rtp/225.1.4.152:1307
港·澳·台,#genre#
星河台,https://edge6a.v2h-cdn.com/xinghe/xinghe.stream/chunklist.m3u8
凤凰中文,http://60.178.151.155:4022/rtp/233.50.200.191:5140$1920x1080
凤凰中文,http://222.212.152.219:4443/rtp/239.93.1.9:2192$1920x1080
凤凰中文,http://ayolee.com:5253/udp/239.93.0.162:2192$1920x1080
凤凰中文,http://xeace.cn:8888/rtp/239.93.1.9:2192$1920x1080
凤凰中文,http://171.213.137.173:8088/rtp/239.93.1.9:2192$1920x1080
凤凰中文,http://171.213.206.59:8000/rtp/239.93.1.9:2192$1920x1080
凤凰中文,http://171.213.130.146:8889/rtp/239.93.1.9:2192
凤凰中文,http://115.201.166.117:9999/rtp/233.50.200.191:5140
凤凰资讯,http://222.212.152.219:4443/rtp/239.93.1.4:2191$1920x1080
凤凰资讯,http://xeace.cn:8888/rtp/239.93.1.4:2191$1920x1080
凤凰资讯,http://171.213.137.173:8088/rtp/239.93.1.4:2191$1920x1080
凤凰资讯,http://171.213.130.146:8889/rtp/239.93.1.4:2191
凤凰资讯,http://115.201.166.117:9999/rtp/233.50.200.192:5140
凤凰资讯,http://xeace.cn:8888/rtp/239.93.1.4:2191
凤凰资讯,http://171.213.206.59:8000/rtp/239.93.1.4:2191
凤凰资讯,http://171.213.222.101:4000/rtp/239.93.1.4:2191
凤凰香港,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk$1280x720
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8?
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8?
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8
TVBS新闻,http://4gtv.mumi.rip:9877/291/4gtv-4gtv072/index.m3u8
TVBS欢乐,http://4gtv.mumi.rip:9877/184/4gtv-4gtv068/index.m3u8
